name,address,lat,lon,phone,website,date added
TAYLOR MADE ESCAPES,"1151 BARRENJOEY RD, PALM BEACH NSW 2108",-33.59518259,151.32000525,0418424546,www.taylormadeescapes.com.au,19/03/2021
CODE BREAK THREE PTY LTD,"23B 33-37 COLLEGE STREET, GLADESVILLE NSW 2111 AUSTRALIA",-33.82031317,151.1227949,02 9698 8161,www.expeditionsydney.com.au/gladesville,19/03/2021
VR EVENTS AUSTRALIA,"TOP RYDE CITY SHOPPING CENTRE 109-129 BLAXLAND RD, RYDE NSW 2112",-33.81211302,151.10637529,+610469016795,www.vrevents.net.au ,19/03/2021
Event Cinemas Top Ryde City,"LOWER GROUND FLOOR 109 BLAXLAND RD, RYDE NSW 2112",0.0,0.0,+61288781215,https://www.eventcinemas.com.au/Cinema/Top-Ryde-City,19/03/2021
VR EVENTS AUSTRALIA PTY LTD,"TOP RYDE CITY SHOPPING CENTRE 109-129 BLAXLAND RD, RYDE NSW 2112",-33.81211302,151.10637529,0469016795,www.vrevents.net.au,19/03/2021
Travel or tourist agency operation or services,"OFFICE 23 33 WATERLOO RD, MACQUARIE PARK NSW 2113",-33.78529451,151.129261,0298894366,www.vsoceania.com,19/03/2021
Event Cinemas Macquarie,"Cnr Herring & Waterloo Rd, North Ryde NSW 2113",,,+61288793500,https://www.eventcinemas.com.au/Cinema/Macquarie,19/03/2021
Timezone Macquarie Park,"L4 Cnr of Herring Road & Waterloo Rd, North Ryde NSW 2113",,,,www.timezonegames.com,19/03/2021
Kidsday Premium Kids Cafe,"SHOP 6.4A 11A BAY DRIVE, MEADOWBANK NSW 2114 AUSTRALIA",,,0280578844,www.kidsday.net.au,19/03/2021
9 DEGREES PARRAMATTA PTY LTD,"UNIT 11 38-46 SOUTH ST, RYDALMERE NSW 2116",-33.81621703,151.03946142,0288721052,www.9degrees.com.au,19/03/2021
CHERRYBROOK TRAVEL,"SHOP 7B WESTLEIGH VILLAGE 4-8  EUCALYPTUS  DRIVE, WESTLEIGH NSW 2120 AUSTRALIA",-33.719716,151.0689406,0298753775,Www.cherrybrooktravel.com.au,19/03/2021
Mountain & Sea Travel Pty Ltd,"SHOP 3 185 ROWE STREET, EASTWOOD NSW 2122 AUSTRALIA",,,02 98041333,,19/03/2021
ANTARES TOUR PTY LTD,"UNIT 402 7 RUTLEDGE ST, EASTWOOD NSW 2122",-33.79259233,151.08022938,0280540598,,19/03/2021
YOUNG TRAVEL AUSTRALIA,"OFFICE 3 192-194 ROWE ST, EASTWOOD NSW 2122",-33.792107,151.0801947,02 98048188,,19/03/2021
Circus Arts Sydney,,,,+61412402742,circusarts.com.au,19/03/2021
Young Travel Australia Burwood,,-33.87777818,151.1032011,+61422172065,,19/03/2021
Event Cinemas Burwood,"100 BURWOOD RD, BURWOOD NSW 2134",-33.87460801,151.10595949,+61288781240,https://www.eventcinemas.com.au/Cinema/Burwood,19/03/2021
Young Travel Australia Burwood,"SUITE 6 127-133 BURWOOD RD, BURWOOD NSW 2134",-33.87777818,151.10320114,+61422872118,www.youngtravel.com.au,19/03/2021
ONETHIRD BOWLING,"SHOP 29, LEVEL 3, EMERALD SQUARE 27-31  BELMORE  STREET, BURWOOD NSW 2134 AUSTRALIA",-33.87829412,151.1022488,0415959123,https://www.onethirdbowling.com.au/,19/03/2021
Kingpin North Strathfield,"Building H3/3-5 George Street, North Strathfield NSW 2137",,,,www.kingpinplay.com,19/03/2021
Spitfire Paintball & Go Karts,"212 GEORGE ST, CONCORD WEST NSW 2138",-33.84896689,151.08417016,0287650039,www.playspitfire.com.au,19/03/2021
Reading Cinemas Rhodes,"1 RIDER BVD, RHODES NSW 2138",-33.83598677,151.0848727,0297367900,www.readingcinemas.com.au,19/03/2021
5A Travel,"54-56 FRANCES ST, LIDCOMBE NSW 2141",-33.8559088,151.04862331,0240166300,www.ausitrip.com,19/03/2021
TASTE CULTURAL FOOD TOURS INCORPORATED,"22 QUEEN ST, GRANVILLE NSW 2142",-33.83655219,151.00754475,61417206323,www.tastetours.com.au,19/03/2021
DISCOUNT AIR TRAVELS,"UNIT 1 116 SOUTH PDE, AUBURN NSW 2144",-33.84965942,151.03241889,0297497231,,19/03/2021
Discount Air Travels,"UNIT 1 116 SOUTH PDE, AUBURN NSW 2144",-33.84965942,151.03241889,+61297497231,www.dato.com.au,19/03/2021
Reading Cinemas Auburn,"100 PARRAMATTA RD, AUBURN NSW 2144",-33.84646897,151.0432488,+610296470900,www.readingcinemas.com.au,19/03/2021
THE QA COLLECTION,"12 NYMBOIDA ST, GREYSTANES NSW 2145",-33.81282002,150.94253318,0402632720,www.qacafe.com.au,19/03/2021
Toongabbie Dance Centre,"42 AURELIA ST, TOONGABBIE NSW 2146",-33.78848849,150.94994849,0410572234,www.toongabbiedancecentre.com.au,19/03/2021
Here To There Coaches,"14 BROMFIELD AV, TOONGABBIE NSW 2146",-33.79248099,150.95508171,0425278540,www.heretothere.com.au,19/03/2021
HOYTS Blacktown,"WESTPOINT SHOPPING CENTRE 17 PATRICK ST, BLACKTOWN NSW 2148",-33.7703643,150.90595619,,www.hoyts.com.au/cinemas/blacktown,19/03/2021
HOYTS THEATRES,"WESTPOINT SHOPPING CENTRE 17 PATRICK ST, BLACKTOWN NSW 2148",-33.7703643,150.90595619,0280716162,www.hoyts.com.au,19/03/2021
Ben & Jerry's Scoop Store - HOYTS Blacktown,"WESTPOINT SHOPPING CENTRE 17 PATRICK ST, BLACKTOWN NSW 2148",-33.7703643,150.90595619,,www.hoyts.com.au/offers-events/food-beverage/peace-love-ice-cream,19/03/2021
Zone Bowling Blacktown,"WESTPOINT SHOPPING CENTRE 17 PATRICK ST, BLACKTOWN NSW 2148",-33.7703643,150.90595619,,www.zonebowling.com,19/03/2021
PRO EVOLUTION SPORTS PTY. LTD.,"23 CHICAGO AV, BLACKTOWN NSW 2148",-33.76150674,150.90928179,0405459843,https://www.proevolutionsports.com/,19/03/2021
Skyline Drive In Blacktown,"Cricketers Arms Rd, Prospect NSW 2148",,,+61294072750,https://www.eventcinemas.com.au/Cinema/Drive-In-Blacktown,19/03/2021
RAGING WATERS SYDNEY PTY LTD,"427  RESERVOIR ROAD, PROSPECT  NSW 2148 AUSTRALIA",-33.80725154,150.91058993,0288571000,www.ragingwaterssydney.com.au ,19/03/2021
Event Cinemas Parramatta,"159-175 Church Street, Parramatta NSW 2150",,,+61294072777,https://www.eventcinemas.com.au/Cinema/Parramatta,19/03/2021
TRAVELEROO GROUP PTY LTD,"127A CHURCH ST, PARRAMATTA NSW 2150",-33.8185933,151.00355469,0420 689 958,,19/03/2021
Traveleroo Group Pty Ltd,"127A CHURCH ST, PARRAMATTA NSW 2150",-33.8185933,151.00355469,+61481 005 881,https://traveleroo.com.au/,19/03/2021
NEW SOUTH WALES LANCERS MEMORIAL MUSEUM INCORP,"LANCER BARRACKS 2 SMITH ST, PARRAMATTA NSW 2150",-33.81727176,151.0067776,0405482814,www.lancers.org.au,19/03/2021
HUNGERZERO LTD,"117 14 LOYALTY ROAD, NORTH ROCKS NSW 2151 AUSTRALIA",,,0406160888,,19/03/2021
STREETSMARTS TRAVEL,"UNIT 83 1-13 RUSSELL ST, BAULKHAM HILLS NSW 2153",-33.76806287,151.00083552,0420483044,https://streetsmartstravel.com/,19/03/2021
Event Cinemas Castle Hill,"Castle Towers Shopping Centre, cnr Old Northern Rd & Castle St, Castle Hill NSW 2154",,,+61288509700,https://www.eventcinemas.com.au/Cinema/Castle-Hill,19/03/2021
Zone Bowling Castle Hill,"3 SALISBURY RD, CASTLE HILL NSW 2154",-33.73047476,150.97399223,,www.zonebowling.com,19/03/2021
Peak Pursuits,"UNIT 49 5 GLADSTONE RD, CASTLE HILL NSW 2154",-33.73207806,150.97719448,0298946868,www.peakpursuits.com.au,19/03/2021
Timezone Rouse Hill,"10-14 MARKET LANE, ROUSE HILL NSW 2155",-33.69074181,150.92461414,,www.timezonegames.com,19/03/2021
Reading Cinemas Rouse Hill,"10-14 MARKET LANE, ROUSE HILL NSW 2155",-33.69074181,150.92461414,0298302800,www.readingcinemas.com.au,19/03/2021
Elude,"11 MID DURAL RD, GALSTON NSW 2159",-33.65246512,151.03593027,0280050077,www.eludegames.com.au,19/03/2021
Zone Bowling Villawood,"824-850 WOODVILLE RD, VILLAWOOD NSW 2163",-33.87904603,150.97808635,,www.zonebowling.com,19/03/2021
LOLLIPOPS PLAYLAND & CAFE - WETHERILL PARK,"18 MCILWRAITH ST, WETHERILL PARK NSW 2164",-33.85046228,150.89051047,02 97562580,http://wetherillpark.lollipopsplayland.com.au/,19/03/2021
Bites @ Bowlarama,"1024 THE HORSLEY DRIVE, WETHERILL PARK NSW 2164",-33.8509568,150.90961781,+610414825200,www.bowlarama.net.au,19/03/2021
BOWLARAMA WETHERILL PARK,"1024 THE HORSLEY DRIVE, WETHERILL PARK NSW 2164",-33.8509568,150.90961781,0296096611,www.bowlarama.net.au,19/03/2021
Event Cinemas Liverpool,"Westfield Shopping Centre, Elizabeth Dr, Liverpool NSW 2170",,,+61296014611,https://www.eventcinemas.com.au/Cinema/Liverpool,19/03/2021
Zone Bowling Liverpool,"The Grove Homemaker Centre, 18 Cumberland Highway, Liverpool NSW 2170",,,,www.zonebowling.com,19/03/2021
80156279159,"UNIT 7 90 HEATHCOTE RD, MOOREBANK NSW 2170",-33.93701647,150.93768961,0403848977,www.funtime4kidz.com.au,19/03/2021
Casula Travel Services,"SHOP B6 57  MINNAMURRA CIRCUIT, PRESTONS NSW 2170 AUSTRALIA",-33.94996025,150.8640598,0298214661,,19/03/2021
HOYTS Wetherill Park,"STOCKLAND WETHERILL PARK 561-583 POLDING ST, PRAIRIEWOOD NSW 2176",-33.85869037,150.89874494,,www.hoyts.com.au/cinemas/wetherill-park,19/03/2021
Ben & Jerry's Scoop Store - HOYTS Wetherill Park,"STOCKLAND WETHERILL PARK 561-583 POLDING ST, PRAIRIEWOOD NSW 2176",-33.85869037,150.89874494,,www.hoyts.com.au/offers-events/food-beverage/peace-love-ice-cream,19/03/2021
Young Travel Australia Campsie,"SHOP 22 14-28 AMY ST, CAMPSIE NSW 2194",-33.91290598,151.10285238,+61297185588,www.youngtravel.com.au,19/03/2021
Young Travel Australia Campsie,,-33.91290598,151.1028524,+61422172065,,19/03/2021
Sohag Travel International,"48 RAILWAY PDE, LAKEMBA NSW 2195",-33.91953953,151.07579562,0426165559,www.sohagtravel.com.au,19/03/2021
Kids World Playland & Cafe Bankstown,"SHOP 3 1618 CANTERBURY RD, PUNCHBOWL NSW 2196",-33.93443551,151.04011552,0297098946,https://kidsworldplay.com.au/locations/bankstown/,19/03/2021
HOYTS Bankstown,"63 THE MALL, BANKSTOWN NSW 2200",-33.91564879,151.03647177,,www.hoyts.com.au/cinemas/bankstown,19/03/2021
Funland Central,"1 North Terrace, Shop 124, Bankstown NSW 2200",,,+61435038164,www.funland.com.au,19/03/2021
Funland Little Saigon Plaza,"Level 1, 462 Chapel Rd , Bankstown NSW 2200",,,+61435038164,www.funland.com.au,19/03/2021
Country Trails Private Tours,"UNIT 1 44 BANKSTOWN CITY PLZA, BANKSTOWN NSW 2200",-33.91866371,151.0325579,0406909800,www.countrytrails.com.au,19/03/2021
THUY PHAN TRAVEL,"62 BANKSTOWN CITY PLZA, BANKSTOWN NSW 2200",-33.91826041,151.03288877,02 97074938,www.thuyphantravel.com,19/03/2021
Entertainment Park,"BUILDING 20 361 MILPERRA RD, BANKSTOWN  NSW 2200",,,0297731398,www.entertainmentpark.com.au,19/03/2021
"Butchers Brew Bar, Sydney","499 MARRICKVILLE RD, DULWICH HILL NSW 2203",-33.90359574,151.14300964,0272266695,www.butchersbrewbar.com.au,19/03/2021
Factory Theatre,"105 VICTORIA RD, MARRICKVILLE NSW 2204",-33.90559853,151.16530896,0295199231,www.factorytheatre.com.au,19/03/2021
Dave's Travel Group,"UNIT 1 17 BARCLAY ST, MARRICKVILLE NSW 2204",-33.91253492,151.16390635,0492938244,https://daves.com.au/,19/03/2021
THE GREAT CLUB,"160-164 LIVINGSTONE RD, MARRICKVILLE NSW 2204",-33.9070501,151.15315472,0450904668,www.thegreatclubsydney.com,19/03/2021
GU Filmhouse Beverly Hills,"447-453 KING GEORGES RD, BEVERLY HILLS NSW 2209",-33.95095102,151.08161608,+61285686000,www.eventcinemas.com.au/Cinema/Beverly-Hills,19/03/2021
BJ Tour Pty Ltd,"4 MERCURY ST, BEVERLY HILLS NSW 2209",-33.95549748,151.07604667,0421371356,,19/03/2021
Zone Bowling Revesby,"2B BRETT ST, REVESBY NSW 2212",-33.95413194,151.01396608,,www.zonebowling.com,19/03/2021
FO REVESBY PTY LTD,"LEVEL 2 REVESBY WORKERS CLUB 2B BRETT ST, REVESBY NSW 2212",-33.95413194,151.0139661,0409208477,https://www.flipout.net.au/revesby,19/03/2021
RAMSGATE TRAVEL SERVICE PTY. LIMITED,"358 ROCKY POINT RD, RAMSGATE NSW 2217",-33.98555176,151.13635825,0295293444,www.ramsgatetravel.com.au,19/03/2021
The Good Old Days Concerts,"UNIT 3 8 ANDOVER ST, CARLTON NSW 2218",-33.97037036,151.12019395,0295874569,www.GoodOldDaysConcerts.com.au,19/03/2021
MORAMARK P/L ,"3 THE BOULEVARDE, SANS SOUCI NSW 2219",-33.99425863,151.12811604,02 9957 1777,www.greataussietravel.com.au,19/03/2021
Everbright International Travel Service,"SUITE 2 185D FOREST RD, HURSTVILLE NSW 2220",-33.96776518,151.10405326,+610466020592,,19/03/2021
EUPO TRAVEL PTY LTD,"HIGHCREST UNIT 64 564-576 RAILWAY PDE, HURSTVILLE NSW 2220",-33.96891766,151.1042435,0430181238,www.eupotravel.com,19/03/2021
Event Cinemas Hurstville,"Cnr Park Road & Cross St, Hurstville NSW 2220",,,+61285589200,https://www.eventcinemas.com.au/Cinema/Hurstville,19/03/2021
LOVING TRAVEL PTY LTD,"7 2  ROSE  STREET, HURSTVILLE NSW 2220 AUSTRALIA",,,02 95862192,,19/03/2021
EVERBRIGHT INTERNATIONAL TRAVEL SERVICE (AUST) PTY. LIMITED,"SUITE 2 185D FOREST RD, HURSTVILLE NSW 2220",-33.96776518,151.10405326,0466020592,,19/03/2021
ATL Elite Travel,"UNIT 3 24 HOMEDALE CR, CONNELLS POINT NSW 2221",-33.98184391,151.09852774,0426239588,www.ssdaytours.com,19/03/2021
Zone Bowling Southgate,"27 Port Hacking Road, Sylvania NSW 2224",,,,www.zonebowling.com,19/03/2021
COMO MARINA PTY LTD,"2 CREMONA RD, COMO NSW 2226",-33.99709803,151.06942779,61295283033,www.comomarina.com.au,19/03/2021
THE HAZELHURST GARDENS PTY LTD,"782 KINGSWAY, GYMEA NSW 2227",-34.03285525,151.08234438,0285365755,www.hazelhurstcafe.com.au,19/03/2021
Event Cinemas Miranda,"600 KINGSWAY, MIRANDA NSW 2228",-34.03512223,151.10006709,,https://www.eventcinemas.com.au/Cinema/Miranda,19/03/2021
Timezone Miranda,"600 KINGSWAY, MIRANDA NSW 2228",-34.03512223,151.10006709,,www.timezonegames.com,19/03/2021
THE REC CLUB,"UNIT 8 2-4 KUMULLA RD, MIRANDA NSW 2228",-34.02925263,151.11658024,0295255499,www.recclub.com.au,19/03/2021
HOYTS Cronulla,"2-6 CRONULLA ST, CRONULLA NSW 2230",-34.05170287,151.15343519,,www.hoyts.com.au/cinemas/cronulla,19/03/2021
CRONULLA TRAVEL,"36  CRONULLA  STREET, CRONULLA NSW 2230 AUSTRALIA",-34.05251352,151.15319758,0295272733, www.cronullatravel.com.au,19/03/2021
ARTS THEATRE CRONULLA,"6 SURF RD, CRONULLA NSW 2230",-34.05481403,151.15237018,0295232779,www.artstheatrecronulla.com.au,19/03/2021
Ride The World (Australia),"17 TULONG PL, KIRRAWEE NSW 2232",-34.04614923,151.07505447,0404878958,www.ridetheworld.com.au,19/03/2021
Bundeena Kayaks,"BONNIE VALE CAMPGROUND 2 SEA BREEZE LANE, ROYAL NATIONAL PARK NSW 2232",-34.08288865,151.14193704,0419254981,www.bundeenakayaks.com.au,19/03/2021
"Walkabout Wildlife Sanctuary, Calga","1 DARKINJUNG RD, CALGA NSW 2250",-33.4280309,151.21961598,0243751100,www.walkaboutpark.com.au,19/03/2021
HOYTS Erina,"419 TERRIGAL DR, ERINA NSW 2250",-33.43369635,151.39203278,,www.hoyts.com.au/cinemas/erina,19/03/2021
Glenworth Valley Outdoor Adventures,"69 COOKS RD, GLENWORTH VALLEY NSW 2250",-33.40342261,151.20442255,+610243751222,,19/03/2021
Glenworth Valley Outdoor Adventures,"69 COOKS RD, GLENWORTH VALLEY NSW 2250",-33.40342261,151.20442255,0243751222,www.glenworth.com.au,19/03/2021
Australian Reptile Park ,"66 MYOORA RD, SOMERSBY NSW 2250",-33.41808952,151.27750914,0243401022,www.reptilepark.com.au,19/03/2021
Gosford RSL Club,"26 CENTRAL COAST HWY, WEST GOSFORD NSW 2250",-33.42763995,151.32099074,+610243232311,www.grsl.com.au,19/03/2021
Pulse Climbing West Gosford,"8 GRIEVE RD, WEST GOSFORD NSW 2250",-33.42489499,151.31775416,+610243392487,https://pulseclimbing.com.au/westgosford/,19/03/2021
GOSFORD RSL CLUB,"26 CENTRAL COAST HWY, WEST GOSFORD NSW 2250",-33.42763995,151.32099074,0243232311,www.grsl.com.au,19/03/2021
GOSFORD CITY TENPIN BOWL,"10 BROOKS AV, WYOMING NSW 2250",-33.40115333,151.34825747,0243283133,gosfordbowling.com.au,19/03/2021
Laser Tag Central Coast,"13 BROOKS AV, WYOMING NSW 2250",-33.40183911,151.34734422,02 4328 4455,www.lasertagcentralcoast.com.au,19/03/2021
AVOCA BEACH THEATRE,"69 AVOCA DR, AVOCA BEACH NSW 2251",-33.47151314,151.43651258,0243821777,www.avocatheatre.com.au,19/03/2021
The Travellers Hut,"4A 39 Avoca Drive, Kincumber NSW 2251",,,+610408631695,www.travellershut.com.au,19/03/2021
The Travellers Hut,"4A 39 AVOCAS DRIVE, KINCUMBER NSW 2251 AUSTRALIA",,,0243631699,www.travellershut.com.au,19/03/2021
Everglades Country Club Ltd,"9-13 DUNBAN RD, WOY WOY NSW 2256",-33.50395247,151.31165646,0243411866,www.everglades.net.au,19/03/2021
CENTRAL COAST FERRIES,"1 THE BOULEVARDE, WOY WOY NSW 2256",-33.48466164,151.32453442,0418631313,www.centralcoastferries.com.au,19/03/2021
Naughty Noodle Fun Haus,"5 BROKEN BAY RD, ETTALONG BEACH NSW 2257",-33.51343484,151.33414448,+61243443567,www.naughtynoodle.com.au,19/03/2021
CINEMA PARADISO,"189 OCEAN VIEW RD, ETTALONG BEACH NSW 2257",-33.51436277,151.34117506,0243431977,https://www.cinemaparadiso.com.au/,19/03/2021
ELIXIR JOURNEYS,"27A MAITLAND BAY DR, KILLCARE HEIGHTS NSW 2257",-33.5193407,151.37941452,02 8007 4475,https://elixirjourneys.com/,19/03/2021
Naughty Noodle Fun Haus inc,"49 THE RAMPART, UMINA BEACH NSW 2257",-33.51981336,151.3027557,0416225625,www.naughtynoodle.com.au,19/03/2021
Breakfast with Alpacas,"33 DUNKS LANE, JILLIBY NSW 2259",-33.25916686,151.38122361,0467950470,www.irislodgealpacas.com.au,19/03/2021
Event Cinemas Tuggerah,"WESTFIELD SHOPPING CENTRE 50 WYONG RD, TUGGERAH NSW 2259",-33.30857152,151.41190842,+61243552600,https://www.eventcinemas.com.au/Cinema/Tuggerah,19/03/2021
Kartatak Raceway Tuggerah,"35 ACE CR, TUGGERAH NSW 2259",-33.30607744,151.41769831,0243515929,https://www.kartatak.com.au,19/03/2021
"The Art House, Wyong Shire Performing Arts and Conference Centre Limited ","WYONG MEMORIAL HALL 19 MARGARET ST, WYONG NSW 2259",-33.28132529,151.4238269,0243351485,www.thearthousewyong.com.au,19/03/2021
Terrigal Ocean Tours,"26 BLUEWAVE CR, FORRESTERS BEACH NSW 2260",-33.41109527,151.46367418,0449999868,www.terrigaltours.com.au,19/03/2021
VRROOM Entertainment,"315 THE ENTRANCE ROAD, LONG JETTY NSW 2261",-33.35215302,151.48952458,0243043033,www.vrroom.com.au,19/03/2021
Escape Rooms Central Coast,"26 THE ENTRANCE ROAD, THE ENTRANCE NSW 2261",-33.34315242,151.49787281,0243925278,www.escaperoomscentralcoast.com.au,19/03/2021
Central Coast Virtual Reality,"26 THE ENTRANCE ROAD, THE ENTRANCE NSW 2261",-33.34315242,151.49787281,0243341841,www.ccvr.com.au,19/03/2021
Majestic Cinemas - The Entrance,"CINEMA 54 THE ENTRANCE ROAD, THE ENTRANCE NSW 2261",-33.34410522,151.49719399,+610243326566,www.majesticcinemas.com.au,19/03/2021
PAVIER AMUSEMENTS PTY. LIMITED,"1 MARINE  PARADE, THE ENTRANCE NSW 2261 AUSTRALIA",-33.34464522,151.50112193,0418433339,Www.Pavier.com.au,19/03/2021
Metro Cinemas Lake Haven ,"68 CHELMSFORD RD, LAKE HAVEN NSW 2263",-33.24058997,151.50743565,0243936000,www.metrocinemas.com.au,19/03/2021
Harrington Entertainment,"25A DOUGLASS ST, DORA CREEK NSW 2264",-33.0843861,151.505907,0400116644,www.harringtonentertainment.com.au,19/03/2021
Pulse Climbing Warners Bay,"UNIT 2 305 HILLSBOROUGH RD, WARNERS BAY NSW 2282",-32.96236534,151.66144359,+610240091646,pulseclimbing.com.au/warners-bay/,19/03/2021
DULLBOYS SOCIAL CO,"326 HILLSBOROUGH RD, WARNERS BAY NSW 2282",-32.96680174,151.6560096,0249542477,www.dullboys.com.au,19/03/2021
Pulse Climbing Warners Bay,"UNIT 2 305 HILLSBOROUGH RD, WARNERS BAY NSW 2282",-32.96236534,151.66144359,+610240091646,https://pulseclimbing.com.au/warners-bay/,19/03/2021
Women Embrace Adventure,"47 KILABEN RD, KILABEN BAY NSW 2283",-33.02786372,151.59876321,0467504879,www.womenembraceadventure.com.au,19/03/2021
NEWCASTLE TRAVEL,"20 VICTORY PDE, TORONTO NSW 2283",-33.01437627,151.59783899,0249485600,newcastletravel.com.au,19/03/2021
BEST TOUR PTY LTD,"215 BRIGHTON AV, TORONTO NSW 2283",-33.01407032,151.59278204,+61437149612,www.besttour.com.au,19/03/2021
The Kings of Newcastle Bus & Coach Services,"11 CONCORD ST, BOOLAROO NSW 2284",-32.94000913,151.63366647,0249631014,www.kingscoaches.com.au,19/03/2021
EMC Costco Delivery,"1 MAIN RD, BOOLAROO NSW 2284",-32.94919478,151.62285471,+61477992688,costcosydney.com.au,19/03/2021
Event Cinemas Glendale,"1 STOCKLAND DR, GLENDALE NSW 2285",-32.93202075,151.64000442,+61249520974,https://www.eventcinemas.com.au/Cinema/Glendale,19/03/2021
Grenmar Pty Ltd,"6 WIBBI ST, MARYLAND NSW 2287",-32.87530342,151.65135662,+61400495626,www.anytimeanywhere.com.au,19/03/2021
Pulse Climbing Adamstown,"UNIT 10 122 GARDEN GROVE PDE, ADAMSTOWN NSW 2289",-32.94163144,151.71793994,+610240234743,https://pulseclimbing.com.au/adamstown/,19/03/2021
Pulse Climbing Pty Ltd,"UNIT 10 122 GARDEN GROVE PDE, ADAMSTOWN NSW 2289",-32.94163144,151.71793994,0240234743,https://pulseclimbing.com.au/,19/03/2021
Event Cinemas Kotara,"Corner of Northcott Dr & Park Avenue, Kotara NSW 2289",,,+61249520900,https://www.eventcinemas.com.au/Cinema/Kotara,19/03/2021
Blackbutt Reserve,"CARNLEY AVE, KOTARA NSW 2289 AUSTRALIA",,,0249043344,https://www.newcastle.nsw.gov.au/blackbutt-reserve/blackbutt-reserve-home,19/03/2021
Timezone Kotara,"Park Avenue, Kotara NSW 2289",,,,www.timezonegames.com,19/03/2021
HOYTS Charlestown,"240-244 PACIFIC HWY, CHARLESTOWN NSW 2290",-32.96053021,151.69721076,,www.hoyts.com.au/cinemas/charlestown,19/03/2021
Timezone Charlestown,"30 PEARSON ST, CHARLESTOWN NSW 2290",-32.9640579,151.69384392,,www.timezonegames.com,19/03/2021
Reading Cinemas Charlestown,"30 PEARSON ST, CHARLESTOWN NSW 2290",-32.9640579,151.69384392,0240321150,www.readingcinemas.com.au,19/03/2021
itravel The Junction,"194 UNION ST, THE JUNCTION NSW 2291",-32.93796155,151.75892642,0249621116,www.itravelthejunction.com.au,19/03/2021
Escape Zone,"82-90 BELFORD ST, BROADMEADOW NSW 2292",-32.92387765,151.73845724,0479084601,www.escapezone.com.au,19/03/2021
LIVE 'N' COOKIN AT LIZOTTE'S NEWCASTLE,"31 MOREHEAD ST, LAMBTON NSW 2299",-32.91223802,151.70880725,02 49562066,https://lizottes.com.au/,19/03/2021
CoastXP,"-  HONEYSUCKLE DRIVE, NEWCASTLE  NSW 2300 AUSTRALIA",,,+61477038774,www.coastxp.com,19/03/2021
Newcastle Museum,"6 WORKSHOP WAY, NEWCASTLE NSW 2300",-32.92572592,151.77225232,0249741400,https://www.newcastlemuseum.com.au/,19/03/2021
Newcastle’s Famous Tram ,"150 WHARF RD, NEWCASTLE NSW 2300",-32.92597061,151.7817408,0418307166,famous-tram.com.au,19/03/2021
William the Fourth,"5 HONEYSUCKLE DR, NEWCASTLE NSW 2300",-32.92539911,151.76983256,+61419241731,www.williamthefourth.org,19/03/2021
Civic Theatre,"375 HUNTER ST, NEWCASTLE NSW 2300",-32.92653671,151.77625393,0249291977,https://www.civictheatrenewcastle.com.au,19/03/2021
William the Fourth Incorporated,"136 TYRRELL ST, THE HILL NSW 2300",-32.9281803,151.77471137,0419241731,www.williamthefourth.org,19/03/2021
PREMIUM BUS SERVICES,"31 HENLEY ST, NEW LAMBTON NSW 2305",-32.93071418,151.71229796,0459943002,www.premiumbuses.com.au/private-hirings-and-day-tours,19/03/2021
Toboggan Hill Park,"16 AQUATIC CL, NELSON BAY NSW 2315",-32.73483947,152.11753347,0249841022,www.tobogganhillpark.com,19/03/2021
Nelson Bay Cinema Complex,"23 STOCKTON ST, NELSON BAY NSW 2315",-32.72534125,152.13967345,0249812320,www.nelsonbaycinema.com.au,19/03/2021
Bay Booking Office,"DOCK C D'ALBORA MARINAS 8 TERAMBY ROAD, NELSON BAY NSW 2315 AUSTRALIA",-32.71897079,152.1449474,0249843843,www.baybookingoffice.com.au,19/03/2021
MOONSHADOW-TQC CRUISES,"SHOP 3 35 STOCKTON ST, NELSON BAY NSW 2315",-32.72347288,152.14355239,02 49849388,www.moonshadow-tqc.com.au,19/03/2021
Irukandji Shark and Ray Encounters,"2 JESSIE RD, ANNA BAY NSW 2316",-32.77023455,152.06645164,0249822476,www.sharkencounters.com.au,19/03/2021
Irukandji Shark & Ray Encounters,"2 JESSIE RD, ANNA BAY NSW 2316",-32.77023455,152.06645164,+610249822476,www.sharkencounters.com.au,19/03/2021
SANDBOARDING ANNA BAY,"BIRUBI HEADLAND 73 JAMES PATERSON ST, ANNA BAY NSW 2316",-32.78224052,152.07720514,0249819352,www.4wdtoursrus.com.au,19/03/2021
THE SHARK AND RAY RESCUE CENTRE,"686 MARSH RD, BOBS FARM NSW 2316",-32.77063918,151.99859004,0429999127,www.sharkray.com.au,19/03/2021
Port Stephens Koala Sanctuary,"SAMURAI BEACH RESORT 562 GAN GAN RD, ONE MILE NSW 2316",-32.76463804,152.1157312,0249880800,https://www.portstephenskoalasanctuary.com.au/contact,19/03/2021
Bruce Boyle,"50 SCOTT CCT, SALAMANDER BAY NSW 2317",-32.72231151,152.07939379,0411296288,www.4wdtour.com.au,19/03/2021
SALAMANDER SUPER STRIKE,"270 SANDY POINT RD, SALAMANDER BAY NSW 2317",-32.73382214,152.10933598,0249814000,superstrike.com.au,19/03/2021
Oakvale Wildlife Park,"3 OAKVALE DR, SALT ASH NSW 2318",-32.79452008,151.91084238,0249826222,www.oakvalewildlife.com.au,19/03/2021
